q_idx,tag_ok_ave,tag_ok_any,pass_rate,pass@1,pass@2,pass@4,pass@8,len_min,len_max,len_mean,len_std,entropy_mean,entropy_std,entropy_max,entropy_p95
50,1.0,1,0.0,0,0,0,0,46,95,66.75,13.376752221671746,0.4052734375,1.23046875,12.625,2.690820312499999
51,1.0,1,1.0,1,1,1,1,40,78,56.625,11.682652738141282,0.55517578125,1.1826171875,8.15625,3.19921875
52,1.0,1,1.0,1,1,1,1,44,78,62.375,10.629410849148696,0.40185546875,1.0146484375,6.8125,2.52021484375
53,1.0,1,1.0,1,1,1,1,57,94,75.0,13.105342422081156,0.3583984375,1.0791015625,8.953125,2.181640625
54,1.0,1,0.875,1,1,1,1,93,120,102.625,8.971308432999058,0.46240234375,1.1943359375,9.9765625,2.7197265625
55,1.0,1,0.5,1,1,1,1,81,135,106.625,16.354949556632697,0.362548828125,1.119140625,9.8984375,2.205078124999999
56,1.0,1,0.75,0,0,1,1,93,161,121.625,21.312774924912993,0.473876953125,1.169921875,10.390625,2.6005859375
57,1.0,1,1.0,1,1,1,1,37,61,46.125,7.440388094716565,0.4521484375,1.162109375,11.9609375,2.5820312499999982
58,1.0,1,0.75,1,1,1,1,56,85,73.0,8.831760866327848,0.51220703125,1.3271484375,12.765625,3.193359375
59,1.0,1,0.375,1,1,1,1,54,149,97.125,29.122317473030886,0.36669921875,1.0673828125,10.203125,2.158203125
60,1.0,1,0.75,1,1,1,1,44,93,68.25,14.914338738274655,0.375244140625,0.97265625,7.51171875,2.6863281249999997
61,1.0,1,1.0,1,1,1,1,36,43,38.875,1.964529205687714,0.376220703125,0.923828125,5.84375,2.75
62,1.0,1,0.75,1,1,1,1,39,179,117.5,47.968739820845826,0.270263671875,0.7763671875,8.5703125,1.8192382812499994
63,1.0,1,0.25,0,0,0,1,47,158,98.25,36.52995346287756,0.62646484375,1.3974609375,11.0078125,3.45087890625
64,1.0,1,0.875,1,1,1,1,70,114,94.125,11.741353201398892,0.367431640625,1.01171875,11.4375,2.052148437499999
65,1.0,1,1.0,1,1,1,1,58,112,83.875,19.732191338014132,0.41943359375,0.99609375,7.99609375,2.50703125
66,1.0,1,0.375,0,0,1,1,58,114,88.5,15.427248620541512,0.46142578125,1.0625,9.421875,2.7426757812499916
67,1.0,1,0.75,1,1,1,1,48,153,76.75,31.69286197237479,0.59912109375,1.595703125,13.03125,3.39453125
68,0.875,1,0.375,0,0,1,1,75,200,105.5,39.17269457160179,0.478515625,1.244140625,13.53125,2.9053710937499986
69,1.0,1,0.125,0,0,0,1,85,155,123.875,21.802737786800996,0.52197265625,1.2578125,15.28125,2.809472656249994
70,1.0,1,0.625,1,1,1,1,81,162,120.625,26.076510023390785,0.38134765625,1.04296875,10.265625,2.34326171875
71,1.0,1,0.625,0,1,1,1,86,131,114.5,15.239750654128171,0.295166015625,0.83251953125,10.3359375,1.8857421875
72,1.0,1,1.0,1,1,1,1,37,50,44.25,3.5619517121937516,0.36962890625,0.90576171875,7.21484375,2.0990234374999996
73,1.0,1,0.25,0,0,1,1,52,98,78.25,16.535945694153693,0.68310546875,1.478515625,11.28125,3.7371093749999993
74,1.0,1,0.125,0,0,0,1,57,88,68.5,9.40744386111339,0.5283203125,1.1513671875,8.671875,2.9613281250000005
75,1.0,1,0.0,0,0,0,0,80,140,98.25,19.562400159489634,0.4755859375,1.2119140625,13.953125,2.730273437499999
76,1.0,1,0.0,0,0,0,0,69,153,101.5,24.464259645450134,0.57177734375,1.3173828125,10.078125,3.26953125
77,1.0,1,0.625,1,1,1,1,36,138,76.5,30.112289849827096,0.402587890625,0.98486328125,8.078125,2.566992187499999
78,1.0,1,1.0,1,1,1,1,97,138,116.25,15.58645245076634,0.281494140625,0.814453125,6.0625,1.9094726562499997
79,1.0,1,1.0,1,1,1,1,30,65,46.0,10.606601717798213,0.498291015625,1.333984375,9.7265625,3.178710937499999
80,1.0,1,0.0,0,0,0,0,69,178,106.875,32.184769301643286,0.56884765625,1.357421875,12.6640625,3.3125
81,1.0,1,0.25,0,0,0,1,100,153,135.375,19.84903964931301,0.412109375,0.9638671875,7.47265625,2.43759765625
82,1.0,1,0.75,1,1,1,1,41,118,78.875,22.563452195973912,0.63330078125,1.3955078125,16.34375,3.3702148437499977
83,0.875,1,0.75,0,1,1,1,82,200,127.25,38.79030162295725,0.417724609375,1.212890625,12.8046875,2.5255859374999923
84,1.0,1,0.875,1,1,1,1,44,91,70.0,15.827191791344413,0.466796875,1.2119140625,11.546875,2.758203124999998
85,1.0,1,1.0,1,1,1,1,42,69,56.5,8.200609733428363,0.38818359375,1.09375,10.6953125,2.525390625000003
86,1.0,1,0.25,0,0,1,1,65,161,104.625,28.90474658252516,0.371826171875,1.091796875,11.5078125,2.4765625
87,1.0,1,0.375,1,1,1,1,51,128,88.375,28.956594672025922,0.53564453125,1.259765625,9.5546875,2.9677734374999947
88,1.0,1,1.0,1,1,1,1,31,68,39.875,12.087571095964648,0.5263671875,1.2724609375,9.0703125,3.2761718749999975
89,1.0,1,1.0,1,1,1,1,81,150,104.0,20.12461179749811,0.455078125,1.232421875,10.5078125,2.8830078124999976
90,1.0,1,1.0,1,1,1,1,43,99,59.25,17.43380337161114,0.468017578125,1.2275390625,8.203125,3.1494140625
91,1.0,1,1.0,1,1,1,1,60,131,108.625,24.565918973244212,0.238037109375,0.779296875,6.92578125,1.3945800781249962
92,1.0,1,0.875,1,1,1,1,89,127,102.0,11.736694594305503,0.4052734375,1.029296875,8.2109375,2.630859375
93,1.0,1,0.25,0,0,1,1,47,154,98.5,33.380383460949034,0.583984375,1.25390625,10.0390625,3.3451171874999996
94,1.0,1,0.0,0,0,0,0,41,140,76.375,33.94826026470282,0.411376953125,0.9013671875,6.64453125,2.18359375
95,1.0,1,1.0,1,1,1,1,39,68,57.625,11.607513730338638,0.313720703125,1.0634765625,7.32421875,1.81396484375
96,1.0,1,1.0,1,1,1,1,33,62,46.0,7.937253933193772,0.4306640625,1.1279296875,11.4453125,2.823828124999997
97,0.75,1,0.125,0,1,1,1,89,200,154.25,34.50271728429516,0.4833984375,1.2041015625,10.3359375,2.960156249999999
98,1.0,1,0.875,1,1,1,1,63,113,87.875,18.811150283807738,0.443115234375,1.1923828125,9.171875,2.5176757812499995
99,1.0,1,1.0,1,1,1,1,41,53,44.875,3.3330729064933458,0.430908203125,1.095703125,8.515625,3.0314453125
100,1.0,1,0.125,0,0,0,1,65,121,102.25,20.801141795584204,0.43017578125,1.240234375,14.5625,2.453124999999999
101,1.0,1,0.875,1,1,1,1,54,98,71.875,15.822748655021984,0.4111328125,1.1142578125,9.96875,2.779687499999998
102,1.0,1,0.875,1,1,1,1,48,68,61.5,6.264982043070834,0.4873046875,1.1728515625,9.3984375,2.8848632812499986
103,1.0,1,0.25,0,0,0,1,34,78,55.25,15.966762351835765,0.69189453125,1.6318359375,12.140625,3.8554687499999964
104,1.0,1,0.625,1,1,1,1,40,81,58.125,14.260412862186003,0.3662109375,0.91064453125,7.640625,2.1610351562499996
105,0.875,1,0.0,0,0,0,0,104,200,146.5,31.06847276581197,0.40673828125,1.0712890625,7.71875,2.7244140624999984
106,1.0,1,0.25,1,1,1,1,63,98,77.625,12.154603037532736,0.409423828125,0.98388671875,7.3359375,2.6599609374999966
107,1.0,1,0.875,1,1,1,1,51,141,86.0,33.54101966249684,0.336181640625,0.94189453125,7.71875,2.6783203124999924
108,0.5,1,0.5,0,1,1,1,119,200,172.75,30.457962834043908,0.38330078125,0.98828125,7.9296875,2.3632812499999982
109,1.0,1,0.875,1,1,1,1,60,77,66.375,6.4408365139941255,0.4501953125,1.0419921875,8.7734375,2.5923828125
110,1.0,1,0.0,0,0,0,0,65,168,110.625,34.802792632201225,0.441650390625,1.15234375,10.0703125,2.4462890625
111,1.0,1,0.25,0,0,1,1,61,120,86.875,19.348368794293744,0.475341796875,1.1884765625,9.5859375,2.94140625
112,1.0,1,0.375,0,0,0,1,45,86,64.875,11.783860784988933,0.55224609375,1.234375,13.65625,3.1160156250000006
113,1.0,1,1.0,1,1,1,1,52,112,70.5,17.874562931719478,0.450927734375,1.1474609375,9.546875,2.382421874999996
114,1.0,1,0.625,1,1,1,1,41,59,52.875,5.23061898822692,0.552734375,1.2333984375,9.9609375,3.1088867187499996
115,1.0,1,0.75,1,1,1,1,78,166,110.25,27.99888390632741,0.266357421875,0.89697265625,8.1796875,1.7139160156249977
116,1.0,1,0.875,1,1,1,1,51,105,74.75,21.317539726713306,0.357177734375,1.3095703125,11.2578125,1.8854492187499958
117,1.0,1,0.0,0,0,0,0,37,111,68.625,25.617071944310887,0.56005859375,1.15625,6.31640625,3.1648437499999904
118,1.0,1,0.75,1,1,1,1,43,88,62.125,15.695839416864585,0.329345703125,0.8427734375,9.203125,1.9755859375
119,1.0,1,0.25,0,1,1,1,67,163,106.75,37.10037061809491,0.471923828125,1.111328125,9.015625,2.873046874999993
120,1.0,1,0.25,0,1,1,1,45,89,66.75,13.709029870855195,0.55078125,1.0869140625,8.2265625,2.7341796875000015
121,1.0,1,1.0,1,1,1,1,59,152,81.625,30.13277907860475,0.477783203125,1.140625,9.5,2.6316406249999984
122,1.0,1,0.875,1,1,1,1,35,83,52.125,13.896379924282439,0.441162109375,1.2001953125,8.5546875,2.9363281249999997
123,1.0,1,0.375,0,1,1,1,41,89,69.625,16.537363000188392,0.408935546875,1.0576171875,7.67578125,2.4899414062499967
124,1.0,1,0.875,1,1,1,1,47,108,77.875,19.00945488434637,0.306884765625,0.86181640625,7.62890625,1.9921875000000002
125,1.0,1,0.125,0,0,0,1,85,162,118.0,19.96246477767713,0.1954345703125,0.69140625,7.54296875,1.271484375
126,1.0,1,0.125,0,0,0,1,68,137,109.0,20.43281674170255,0.483642578125,1.0439453125,8.8046875,2.71533203125
127,1.0,1,0.75,1,1,1,1,53,101,79.0,18.774983355518586,0.424072265625,1.0458984375,7.78125,2.4687499999999996
128,1.0,1,0.75,1,1,1,1,59,108,74.125,18.811150283807738,0.329833984375,1.0244140625,7.9296875,1.9621093749999985
129,1.0,1,1.0,1,1,1,1,60,94,68.625,10.135796712641785,0.306640625,1.0078125,8.671875,2.090429687499998
130,1.0,1,1.0,1,1,1,1,42,133,84.125,25.847811802936047,0.3291015625,0.85986328125,7.71875,2.0014648437499996
131,0.75,1,0.5,1,1,1,1,89,200,138.625,42.46745077114942,0.268798828125,0.7998046875,10.609375,1.6647460937500023
132,1.0,1,0.25,0,0,1,1,78,146,109.25,23.86288959870535,0.52880859375,1.3857421875,11.703125,3.5931640624999974
133,0.625,1,0.25,0,1,1,1,98,200,157.125,39.05584943385561,0.462646484375,1.1748046875,12.5078125,2.8738281249999957
134,1.0,1,1.0,1,1,1,1,34,73,44.375,13.312940133569294,0.5576171875,1.498046875,8.8359375,3.3935546874999973
135,1.0,1,0.5,0,1,1,1,42,109,72.0,19.949937343260004,0.63916015625,1.5341796875,16.125,3.7339843749999986
136,1.0,1,0.5,0,1,1,1,61,164,114.75,34.71941099730812,0.4833984375,1.158203125,9.7890625,2.8765624999999995
137,0.875,1,0.25,1,1,1,1,88,196,135.875,33.31455200058977,0.379638671875,0.9609375,7.45703125,2.377539062499998
138,1.0,1,0.75,1,1,1,1,48,82,58.75,11.031205736455105,0.505859375,1.3427734375,12.4296875,2.774609374999998
139,1.0,1,0.875,1,1,1,1,54,79,68.25,8.39270516579726,0.453125,1.166015625,10.8984375,2.70947265625
140,0.875,1,0.375,0,0,1,1,103,200,137.875,28.440453143366053,0.423095703125,1.1005859375,11.140625,2.540234374999999
141,1.0,1,0.875,1,1,1,1,41,123,62.875,24.348703764266386,0.57666015625,1.2744140625,11.1328125,3.200585937500001
142,1.0,1,0.75,1,1,1,1,46,116,71.0,19.131126469708992,0.485107421875,1.1845703125,9.6875,2.8980468749999986
143,1.0,1,0.75,1,1,1,1,46,103,83.625,18.560290272514596,0.41845703125,1.0380859375,7.9296875,2.35068359375
144,1.0,1,0.875,0,1,1,1,28,124,62.75,27.566963924233658,0.33349609375,0.90576171875,8.9453125,1.9689453124999985
145,1.0,1,1.0,1,1,1,1,38,138,67.625,31.78418435322826,0.3076171875,1.05859375,7.6796875,1.6494140625000009
146,1.0,1,0.25,0,1,1,1,84,159,124.0,25.67099530598687,0.4619140625,1.0498046875,7.34375,2.7078124999999984
147,1.0,1,0.875,1,1,1,1,45,102,76.125,16.97378493442167,0.323974609375,0.89501953125,6.90625,2.1875
148,1.0,1,0.625,0,0,1,1,72,167,95.25,29.764702249476645,0.283447265625,0.8271484375,7.60546875,1.576904296875
149,1.0,1,0.625,1,1,1,1,69,163,140.875,29.544193591973364,0.281982421875,0.8740234375,9.8125,1.8384765624999995
150,1.0,1,0.75,1,1,1,1,56,102,67.5,13.820274961085254,0.26220703125,0.87841796875,8.34375,1.8168457031250003
151,1.0,1,0.875,1,1,1,1,52,105,63.5,16.830032679706836,0.367919921875,0.83544921875,4.9140625,2.3115234375
152,1.0,1,0.625,0,1,1,1,47,113,79.0,18.35755975068582,0.3134765625,0.9150390625,8.8671875,1.9814453125
153,1.0,1,0.875,1,1,1,1,64,102,84.25,10.985786271359915,0.548828125,1.400390625,13.4296875,3.125781250000003
154,0.875,1,0.875,1,1,1,1,103,194,143.875,26.98350190394123,0.400146484375,1.0048828125,8.9453125,2.349902343749999
155,1.0,1,1.0,1,1,1,1,32,40,36.75,2.947456530637899,0.336669921875,0.8955078125,5.9453125,2.3274414062499997
156,1.0,1,0.0,0,0,0,0,89,157,121.125,23.729925726811704,0.376708984375,1.0390625,7.77734375,2.3283203124999985
157,1.0,1,1.0,1,1,1,1,59,140,80.625,25.134326627144798,0.4052734375,1.2900390625,12.1015625,2.274804687500001
158,1.0,1,0.875,0,1,1,1,65,146,101.0,23.388031127053,0.423095703125,1.0634765625,9.109375,2.3562499999999957
159,1.0,1,1.0,1,1,1,1,47,77,61.625,8.557708513381371,0.27099609375,0.73779296875,5.70703125,1.9898437499999935
160,1.0,1,1.0,1,1,1,1,58,82,69.75,8.104782538723663,0.314208984375,0.861328125,7.04296875,1.9914062499999994
161,1.0,1,1.0,1,1,1,1,53,92,64.125,11.493884243370472,0.350341796875,0.97119140625,8.4375,2.3783203125000005
162,1.0,1,0.875,1,1,1,1,48,101,63.375,16.597721982248046,0.5859375,1.3818359375,12.109375,3.20849609375
163,0.875,1,0.875,1,1,1,1,99,200,134.75,29.528587842970072,0.31591796875,0.826171875,7.5859375,1.874902343749999
164,1.0,1,1.0,1,1,1,1,46,70,64.25,7.327175444876422,0.274658203125,0.767578125,7.3359375,1.8020019531249984
165,1.0,1,0.875,1,1,1,1,51,108,69.5,16.605721905415614,0.349609375,0.89990234375,6.4453125,2.1502929687500005
166,1.0,1,0.625,0,1,1,1,64,175,108.875,35.09073061365351,0.39599609375,1.0771484375,10.546875,2.393945312499997
167,1.0,1,0.0,0,0,0,0,53,148,79.625,29.74448478289715,0.44189453125,1.224609375,8.7734375,2.539062500000001
168,1.0,1,0.875,1,1,1,1,34,106,65.875,18.771237971961252,0.491455078125,1.23046875,9.984375,2.6117187500000023
169,1.0,1,0.0,0,0,0,0,37,103,79.0,23.817010727629107,0.69970703125,1.3876953125,9.203125,3.673828124999998
170,1.0,1,1.0,1,1,1,1,39,60,44.75,7.378177281686853,0.430908203125,0.83984375,5.296875,2.0751953125
171,1.0,1,0.25,0,0,0,1,59,98,76.75,15.45760330711071,0.435302734375,1.298828125,9.15625,2.654296875
172,1.0,1,1.0,1,1,1,1,72,142,93.625,20.5118106221757,0.326171875,1.048828125,10.90625,2.17578125
173,1.0,1,0.125,0,0,0,1,36,127,82.375,32.611108153511125,0.650390625,1.416015625,10.8828125,3.220214843749999
174,1.0,1,0.0,0,0,0,0,46,148,104.5,28.935272592460574,0.399658203125,0.955078125,6.65625,2.2761718749999993
175,1.0,1,0.375,1,1,1,1,56,183,117.5,43.379142453487944,0.5986328125,1.296875,9.1171875,3.401757812499997
176,1.0,1,0.25,0,0,1,1,51,118,77.375,19.993358272186292,0.361083984375,0.88427734375,8.5390625,1.968115234375
177,1.0,1,0.125,0,0,1,1,51,98,68.75,13.179055353097201,0.419677734375,1.0361328125,8.5703125,2.617968750000001
178,1.0,1,1.0,1,1,1,1,41,76,56.0,14.916433890176299,0.327880859375,0.93212890625,9.6484375,2.173828125
179,0.875,1,0.125,1,1,1,1,91,197,129.25,34.18241506974017,0.369140625,0.93798828125,8.2734375,2.005175781249997
180,1.0,1,0.875,1,1,1,1,36,70,55.75,9.666307464590602,0.385009765625,1.05859375,7.12890625,2.6650390624999996
181,1.0,1,0.0,0,0,0,0,61,145,88.0,25.184320518926057,0.383056640625,1.0888671875,9.453125,2.4962890625
182,1.0,1,0.625,1,1,1,1,20,80,55.75,19.395553614166314,0.58056640625,1.21484375,8.234375,3.28720703125
183,1.0,1,0.0,0,0,0,0,49,80,63.25,10.732543966832841,0.3505859375,0.93994140625,8.15625,1.9230468750000003
184,1.0,1,1.0,1,1,1,1,58,77,66.125,6.716351316004844,0.42578125,0.95166015625,7.515625,2.4300781249999996
185,1.0,1,0.0,0,0,0,0,51,177,117.875,33.59478196089387,0.53857421875,1.45703125,14.65625,3.519726562499999
186,1.0,1,0.375,0,0,1,1,64,179,101.625,35.15301373993416,0.404541015625,1.095703125,10.125,2.378124999999999
187,1.0,1,0.625,0,1,1,1,68,101,84.375,10.757991215835789,0.44677734375,1.1513671875,10.359375,2.6409179687499984
188,1.0,1,1.0,1,1,1,1,53,87,66.0,10.44030650891055,0.3154296875,0.99853515625,10.1796875,1.8603515624999964
189,1.0,1,1.0,1,1,1,1,59,85,77.0,8.031189202104505,0.2388916015625,0.857421875,8.8515625,1.59033203125
190,1.0,1,1.0,1,1,1,1,65,96,76.0,10.677078252031311,0.419921875,1.326171875,10.1875,2.4792968749999993
191,1.0,1,1.0,1,1,1,1,70,96,76.625,8.214887400323878,0.28173828125,0.8486328125,7.79296875,1.991943359375
192,1.0,1,1.0,1,1,1,1,34,66,54.125,10.005467255455889,0.320068359375,0.87744140625,6.35546875,2.0676757812499997
193,1.0,1,1.0,1,1,1,1,68,162,83.75,29.806668716916352,0.1544189453125,0.63623046875,5.94921875,0.8105468749999991
194,1.0,1,0.875,1,1,1,1,50,144,91.375,25.327541827030906,0.383544921875,1.06640625,8.84375,2.2269531249999996
195,1.0,1,0.125,0,0,0,1,54,86,65.625,9.054522350737226,0.45458984375,1.107421875,7.98828125,2.606640624999998
196,1.0,1,1.0,1,1,1,1,73,126,95.25,18.619546181365433,0.220947265625,0.767578125,7.80078125,1.3869140624999996
197,1.0,1,0.5,0,1,1,1,36,110,81.625,21.289301890855885,0.44140625,1.0869140625,8.7890625,2.6725585937500025
198,1.0,1,1.0,1,1,1,1,56,98,79.25,17.115417026762742,0.2381591796875,0.7275390625,6.45703125,1.6884765625
199,1.0,1,0.0,0,0,0,0,81,160,113.25,25.85899263312475,0.4609375,1.2119140625,10.546875,2.9716796874999982
200,1.0,1,1.0,1,1,1,1,48,93,68.0,13.536986370680884,0.337646484375,1.0556640625,10.203125,2.1352539062499996
201,1.0,1,0.375,0,1,1,1,43,135,89.875,31.489829707383304,0.43017578125,1.02734375,9.0703125,2.5762695312499964
202,1.0,1,0.5,1,1,1,1,88,134,113.75,13.47915056670857,0.39892578125,0.9912109375,9.4765625,2.44140625
203,1.0,1,0.875,1,1,1,1,49,110,77.875,18.05849869175176,0.37939453125,1.0078125,7.73046875,2.313085937499982
204,1.0,1,1.0,1,1,1,1,55,110,83.875,20.417134348384938,0.405029296875,0.9794921875,7.76953125,2.4499999999999997
205,1.0,1,0.75,1,1,1,1,62,130,84.5,21.834605560898048,0.472412109375,1.2119140625,13.125,2.908789062499996
206,1.0,1,0.5,0,0,1,1,52,166,97.25,39.65081966365891,0.479736328125,1.1357421875,9.7421875,2.6056640625
207,1.0,1,0.25,1,1,1,1,77,142,102.0,18.65475810617763,0.50634765625,1.1787109375,7.8359375,2.771289062499998
208,0.875,1,0.0,0,0,0,0,95,200,146.5,32.69938837348491,0.33154296875,0.86767578125,9.4296875,2.102539062500001
209,1.0,1,0.75,1,1,1,1,71,113,90.0,13.97318861248212,0.404296875,1.103515625,11.546875,2.396874999999997
210,1.0,1,0.0,0,0,0,0,41,163,91.75,33.070946463625745,0.4423828125,1.0771484375,9.6953125,2.744140625
211,1.0,1,0.625,1,1,1,1,53,120,80.5,23.921747427811372,0.430419921875,1.0732421875,8.3671875,2.4082031249999964
212,1.0,1,0.875,1,1,1,1,48,107,64.25,16.909686573085853,0.5244140625,1.248046875,8.90625,2.94140625
213,1.0,1,0.0,0,0,0,0,47,166,89.875,40.572273475860335,0.51123046875,1.0390625,7.46875,2.6953125
214,1.0,1,1.0,1,1,1,1,53,98,68.25,15.229494410518033,0.377685546875,0.9765625,6.98046875,2.560546875
215,1.0,1,1.0,1,1,1,1,33,109,53.375,23.76939997139179,0.445068359375,1.1044921875,8.453125,2.6298828124999987
216,1.0,1,0.625,1,1,1,1,69,120,94.75,18.958836989646805,0.318603515625,0.9306640625,12.8359375,2.132812499999986
217,1.0,1,0.0,0,0,0,0,35,89,68.0,17.09532099727876,0.51025390625,1.1904296875,15.0,2.882421874999999
218,1.0,1,0.5,0,0,0,1,86,172,139.875,28.409670448634213,0.53466796875,1.330078125,12.0703125,3.326171875000001
